x,y,z,signal_strength
-2.4,3.3,2.6,-86.794
-2.4,3.4,2.6,-91.751
-2.4,3.5,2.6,-100.47
-2.4,3.6,2.6,-90.589
-2.4,3.7,2.6,-93.595
-2.4,3.8,2.6,-86.073
-2.4,3.9,2.6,-84.684
-2.4,4,2.6,-99.71
-2.4,4.1,2.6,-92.136
-2.4,4.2,2.6,-92.156
-2.4,4.3,2.6,-90.081
-2.4,4.4,2.6,-87.99
-2.4,4.5,2.6,-97.479
-2.4,4.6,2.6,-99.201
-2.4,4.7,2.6,-110.48
-2.4,4.8,2.6,-96.216
-2.4,4.9,2.6,-85.071
-2.4,5,2.6,-115.3
-2.3,-5,2.6,-112.76
-2.3,-4.9,2.6,-95.413
-2.3,-4.8,2.6,-96.847
-2.3,-4.7,2.6,-88.422
-2.3,-4.6,2.6,-92.631
-2.3,-4.5,2.6,-93.085
-2.3,-4.4,2.6,-93.335
-2.3,-4.3,2.6,-102.36
-2.3,-4.2,2.6,-94.132
-2.3,-4.1,2.6,-107.18
-2.3,-4,2.6,-85.709
-2.3,-3.9,2.6,-91.018
-2.3,-3.8,2.6,-91.321
-2.3,-3.7,2.6,-93.712
-2.3,-3.6,2.6,-95.206
-2.3,-3.5,2.6,-85.668
-2.3,-3.4,2.6,-95.694
-2.3,-3.3,2.6,-93.573
-2.3,-3.2,2.6,-86.31
-2.3,-3.1,2.6,-90.795
-2.3,-3,2.6,-99.96
-2.3,-2.9,2.6,-91.051
-2.3,-2.8,2.6,-89.215
-2.3,-2.7,2.6,-84.727
-2.3,-2.6,2.6,-98.988
-2.3,-2.5,2.6,-77.363
-2.3,-2.4,2.6,-84.93
-2.3,-2.3,2.6,-89.057
-2.3,-2.2,2.6,-82.856
-2.3,-2.1,2.6,-84.652
-2.3,-2,2.6,-82.371
-2.3,-1.9,2.6,-82.493
-2.3,-1.8,2.6,-102.29
-2.3,-1.7,2.6,-96.029
-2.3,-1.6,2.6,-82.199
-2.3,-1.5,2.6,-83.994
-2.3,-1.4,2.6,-83.049
-2.3,-1.3,2.6,-87.764
-2.3,-1.2,2.6,-79.15
-2.3,-1.1,2.6,-86.496
-2.3,-1,2.6,-92.386
-2.3,-0.9,2.6,-82.536
-2.3,-0.8,2.6,-79.564
-2.3,-0.7,2.6,-86.865
-2.3,-0.6,2.6,-88.237
-2.3,-0.5,2.6,-79.165
-2.3,-0.4,2.6,-90.632
-2.3,-0.3,2.6,-88.055
-2.3,-0.2,2.6,-94.598
-2.3,-0.1,2.6,-89.024
-2.3,0,2.6,-91.347
-2.3,0.1,2.6,-84.018
-2.3,0.2,2.6,-83.513
-2.3,0.3,2.6,-83.625
-2.3,0.4,2.6,-83.218
-2.3,0.5,2.6,-75.052
-2.3,0.6,2.6,-88.987
-2.3,0.7,2.6,-86.62
-2.3,0.8,2.6,-85.065
-2.3,0.9,2.6,-81.8
-2.3,1,2.6,-88.974
-2.3,1.1,2.6,-84.274
-2.3,1.2,2.6,-83.217
-2.3,1.3,2.6,-91.34
-2.3,1.4,2.6,-101.79
-2.3,1.5,2.6,-77.215
-2.3,1.6,2.6,-92.169
-2.3,1.7,2.6,-76.899
-2.3,1.8,2.6,-82.475
-2.3,1.9,2.6,-93.094
-2.3,2,2.6,-85.98
-2.3,2.1,2.6,-81.631
-2.3,2.2,2.6,-78.035
-2.3,2.3,2.6,-87.915
-2.3,2.4,2.6,-82.044
-2.3,2.5,2.6,-90.908
-2.3,2.6,2.6,-79.704
-2.3,2.7,2.6,-95.907
-2.3,2.8,2.6,-93.283
-2.3,2.9,2.6,-89.917
-2.3,3,2.6,-85.532
-2.3,3.1,2.6,-100.03
-2.3,3.2,2.6,-96.228
-2.3,3.3,2.6,-92.743
-2.3,3.4,2.6,-97.512
-2.3,3.5,2.6,-94.194
-2.3,3.6,2.6,-95.157
-2.3,3.7,2.6,-92.724
-2.3,3.8,2.6,-78.305
-2.3,3.9,2.6,-101.03
-2.3,4,2.6,-97.929
-2.3,4.1,2.6,-100.83
-2.3,4.2,2.6,-95.126
-2.3,4.3,2.6,-90.997
-2.3,4.4,2.6,-97.168
-2.3,4.5,2.6,-105.7
-2.3,4.6,2.6,-106.2
-2.3,4.7,2.6,-92.689
-2.3,4.8,2.6,-98.069
-2.3,4.9,2.6,-95.945
-2.3,5,2.6,-106.86
-2.2,-5,2.6,-109.57
-2.2,-4.9,2.6,-91.682
-2.2,-4.8,2.6,-86.805
-2.2,-4.7,2.6,-98.102
-2.2,-4.6,2.6,-95.515
-2.2,-4.5,2.6,-99.07
-2.2,-4.4,2.6,-94.267
-2.2,-4.3,2.6,-91.985
-2.2,-4.2,2.6,-92.103
-2.2,-4.1,2.6,-97.378
-2.2,-4,2.6,-97.085
-2.2,-3.9,2.6,-95.37
-2.2,-3.8,2.6,-90.216
-2.2,-3.7,2.6,-97.083
-2.2,-3.6,2.6,-91.508
-2.2,-3.5,2.6,-104.56
-2.2,-3.4,2.6,-95.514
-2.2,-3.3,2.6,-97.475
-2.2,-3.2,2.6,-99.267
-2.2,-3.1,2.6,-84.292
-2.2,-3,2.6,-93.493
-2.2,-2.9,2.6,-96.792
-2.2,-2.8,2.6,-88.912
-2.2,-2.7,2.6,-89.115
-2.2,-2.6,2.6,-86.802
-2.2,-2.5,2.6,-78.084
-2.2,-2.4,2.6,-82.427
-2.2,-2.3,2.6,-93.31
-2.2,-2.2,2.6,-83.211
-2.2,-2.1,2.6,-75.961
-2.2,-2,2.6,-91.552
-2.2,-1.9,2.6,-83.031
-2.2,-1.8,2.6,-85.049
-2.2,-1.7,2.6,-97.662
-2.2,-1.6,2.6,-84.631
-2.2,-1.5,2.6,-89.378
-2.2,-1.4,2.6,-79.663
-2.2,-1.3,2.6,-84.811
-2.2,-1.2,2.6,-86.473
-2.2,-1.1,2.6,-85.34
-2.2,-1,2.6,-87.378
-2.2,-0.9,2.6,-93.699
-2.2,-0.8,2.6,-77.741
-2.2,-0.7,2.6,-84.756
-2.2,-0.6,2.6,-76.201
-2.2,-0.5,2.6,-88.162
-2.2,-0.4,2.6,-78.405
-2.2,-0.3,2.6,-93.368
-2.2,-0.2,2.6,-79.759
-2.2,-0.1,2.6,-80.799
-2.2,0,2.6,-78.829
-2.2,0.1,2.6,-95.987
-2.2,0.2,2.6,-77.844
-2.2,0.3,2.6,-79.309
-2.2,0.4,2.6,-83.434
-2.2,0.5,2.6,-82.316
-2.2,0.6,2.6,-84.197
-2.2,0.7,2.6,-85.211
-2.2,0.8,2.6,-78.796
-2.2,0.9,2.6,-78.459
-2.2,1,2.6,-87.419
-2.2,1.1,2.6,-85.228
-2.2,1.2,2.6,-86.749
-2.2,1.3,2.6,-88.583
-2.2,1.4,2.6,-67.649
-2.2,1.5,2.6,-87.789
-2.2,1.6,2.6,-96.183
-2.2,1.7,2.6,-84.71
-2.2,1.8,2.6,-88.557
-2.2,1.9,2.6,-85.153
-2.2,2,2.6,-90.403
-2.2,2.1,2.6,-76.849
-2.2,2.2,2.6,-84.472
-2.2,2.3,2.6,-83.106
-2.2,2.4,2.6,-82.717
-2.2,2.5,2.6,-93.402
-2.2,2.6,2.6,-83.167
-2.2,2.7,2.6,-96.534
-2.2,2.8,2.6,-94.372
-2.2,2.9,2.6,-88.974
-2.2,3,2.6,-86.829
-2.2,3.1,2.6,-82.027
-2.2,3.2,2.6,-96.114
-2.2,3.3,2.6,-98.031
-2.2,3.4,2.6,-86.531
-2.2,3.5,2.6,-100.82
-2.2,3.6,2.6,-96.644
-2.2,3.7,2.6,-94.159
-2.2,3.8,2.6,-86.448
-2.2,3.9,2.6,-93.072
-2.2,4,2.6,-84.631
-2.2,4.1,2.6,-91.396
-2.2,4.2,2.6,-77.188
-2.2,4.3,2.6,-89.221
-2.2,4.4,2.6,-99.714
-2.2,4.5,2.6,-91.376
-2.2,4.6,2.6,-98.307
-2.2,4.7,2.6,-84.403
-2.2,4.8,2.6,-93.905
-2.2,4.9,2.6,-100.03
-2.2,5,2.6,-109.12
-2.1,-5,2.6,-107.19
-2.1,-4.9,2.6,-102.26
-2.1,-4.8,2.6,-97.964
-2.1,-4.7,2.6,-103.6
-2.1,-4.6,2.6,-88.519
-2.1,-4.5,2.6,-103.84
-2.1,-4.4,2.6,-94.184
-2.1,-4.3,2.6,-100.47
-2.1,-4.2,2.6,-102.96
-2.1,-4.1,2.6,-92.833
-2.1,-4,2.6,-93.802
-2.1,-3.9,2.6,-98.011
-2.1,-3.8,2.6,-85.916
-2.1,-3.7,2.6,-91.346
-2.1,-3.6,2.6,-93.516
-2.1,-3.5,2.6,-89.868
-2.1,-3.4,2.6,-84.24
-2.1,-3.3,2.6,-87.795
-2.1,-3.2,2.6,-89.048
-2.1,-3.1,2.6,-98.054
-2.1,-3,2.6,-90.675
-2.1,-2.9,2.6,-105.33
-2.1,-2.8,2.6,-84.692
-2.1,-2.7,2.6,-89.906
-2.1,-2.6,2.6,-90.328
-2.1,-2.5,2.6,-82.78
-2.1,-2.4,2.6,-78.659
-2.1,-2.3,2.6,-88.667
-2.1,-2.2,2.6,-88.716
-2.1,-2.1,2.6,-84.051
-2.1,-2,2.6,-84.305
-2.1,-1.9,2.6,-90.651
-2.1,-1.8,2.6,-79.458
-2.1,-1.7,2.6,-91.496
-2.1,-1.6,2.6,-81.219
-2.1,-1.5,2.6,-86.794
-2.1,-1.4,2.6,-78.107
-2.1,-1.3,2.6,-83.828
-2.1,-1.2,2.6,-84.074
-2.1,-1.1,2.6,-84.807
-2.1,-1,2.6,-82.544
-2.1,-0.9,2.6,-76.323
-2.1,-0.8,2.6,-75.66
-2.1,-0.7,2.6,-77.878
-2.1,-0.6,2.6,-82.348
-2.1,-0.5,2.6,-88.884
-2.1,-0.4,2.6,-85.362
-2.1,-0.3,2.6,-85.532
-2.1,-0.2,2.6,-80.199
-2.1,-0.1,2.6,-84.489
-2.1,0,2.6,-89.036
-2.1,0.1,2.6,-88.689
-2.1,0.2,2.6,-87.947
-2.1,0.3,2.6,-74.701
-2.1,0.4,2.6,-91.701
-2.1,0.5,2.6,-73.44
-2.1,0.6,2.6,-90.548
-2.1,0.7,2.6,-87.278
-2.1,0.8,2.6,-97.332
-2.1,0.9,2.6,-84.018
-2.1,1,2.6,-93.93
-2.1,1.1,2.6,-83.602
-2.1,1.2,2.6,-83.741
-2.1,1.3,2.6,-82.564
-2.1,1.4,2.6,-82.249
-2.1,1.5,2.6,-76.885
-2.1,1.6,2.6,-86.357
-2.1,1.7,2.6,-76.547
-2.1,1.8,2.6,-77.139
-2.1,1.9,2.6,-86.434
-2.1,2,2.6,-83.868
-2.1,2.1,2.6,-83.911
-2.1,2.2,2.6,-91.648
-2.1,2.3,2.6,-99.558
-2.1,2.4,2.6,-86.782
-2.1,2.5,2.6,-81.011
-2.1,2.6,2.6,-91.163
-2.1,2.7,2.6,-98.409
-2.1,2.8,2.6,-96.023
-2.1,2.9,2.6,-89.247
-2.1,3,2.6,-87.862
-2.1,3.1,2.6,-93.947
-2.1,3.2,2.6,-92.392
-2.1,3.3,2.6,-97.613
-2.1,3.4,2.6,-85.256
-2.1,3.5,2.6,-92.225
-2.1,3.6,2.6,-79.747
-2.1,3.7,2.6,-97.656
-2.1,3.8,2.6,-94.271
-2.1,3.9,2.6,-89.089
-2.1,4,2.6,-93.065
-2.1,4.1,2.6,-104.14
-2.1,4.2,2.6,-80.002
-2.1,4.3,2.6,-106.92
-2.1,4.4,2.6,-91.854
-2.1,4.5,2.6,-95.154
-2.1,4.6,2.6,-100.38
-2.1,4.7,2.6,-99.234
-2.1,4.8,2.6,-89.576
-2.1,4.9,2.6,-98.561
-2.1,5,2.6,-102.4
-2,-5,2.6,-94.483
-2,-4.9,2.6,-88.415
-2,-4.8,2.6,-86.628
-2,-4.7,2.6,-95.665
-2,-4.6,2.6,-87.884
-2,-4.5,2.6,-88.821
-2,-4.4,2.6,-95.95
-2,-4.3,2.6,-95.869
-2,-4.2,2.6,-90.603
-2,-4.1,2.6,-97.881
-2,-4,2.6,-97.719
-2,-3.9,2.6,-113.09
-2,-3.8,2.6,-86.836
-2,-3.7,2.6,-97.005
-2,-3.6,2.6,-91.381
-2,-3.5,2.6,-95.412
-2,-3.4,2.6,-89.018
-2,-3.3,2.6,-92.192
-2,-3.2,2.6,-94.394
-2,-3.1,2.6,-82.301
-2,-3,2.6,-85
-2,-2.9,2.6,-93.578
-2,-2.8,2.6,-87.594
-2,-2.7,2.6,-85.193
-2,-2.6,2.6,-94.327
-2,-2.5,2.6,-80.848
-2,-2.4,2.6,-85.177
-2,-2.3,2.6,-95.464
-2,-2.2,2.6,-92.82
-2,-2.1,2.6,-94.778
-2,-2,2.6,-98.54
-2,-1.9,2.6,-73.785
-2,-1.8,2.6,-84.854
-2,-1.7,2.6,-85.764
-2,-1.6,2.6,-87.263
-2,-1.5,2.6,-76.112
-2,-1.4,2.6,-85.049
-2,-1.3,2.6,-95.093
-2,-1.2,2.6,-89.337
-2,-1.1,2.6,-86.184
-2,-1,2.6,-87.522
-2,-0.9,2.6,-82.328
-2,-0.8,2.6,-89.778
-2,-0.7,2.6,-79.044
-2,-0.6,2.6,-99.614
-2,-0.5,2.6,-95.933
-2,-0.4,2.6,-82.694
-2,-0.3,2.6,-93.249
-2,-0.2,2.6,-85.545
-2,-0.1,2.6,-91.707
-2,0,2.6,-94.612
-2,0.1,2.6,-74.12
-2,0.2,2.6,-88.206
-2,0.3,2.6,-76.261
-2,0.4,2.6,-87.539
-2,0.5,2.6,-73.758
-2,0.6,2.6,-93.29
-2,0.7,2.6,-85.818
-2,0.8,2.6,-86.24
-2,0.9,2.6,-86.327
-2,1,2.6,-79.248
-2,1.1,2.6,-85.429
-2,1.2,2.6,-90.755
-2,1.3,2.6,-100.06
-2,1.4,2.6,-86.061
-2,1.5,2.6,-72.401
-2,1.6,2.6,-89.664
-2,1.7,2.6,-89.648
-2,1.8,2.6,-83.348
-2,1.9,2.6,-77.532
-2,2,2.6,-87.2
-2,2.1,2.6,-99.129
-2,2.2,2.6,-88.52
-2,2.3,2.6,-84.305
-2,2.4,2.6,-83.092
-2,2.5,2.6,-95.839
-2,2.6,2.6,-94.201
-2,2.7,2.6,-86.031
-2,2.8,2.6,-100.2
-2,2.9,2.6,-83.973
-2,3,2.6,-91.595
-2,3.1,2.6,-86.178
-2,3.2,2.6,-89.821
-2,3.3,2.6,-91.924
-2,3.4,2.6,-92.343
-2,3.5,2.6,-96.495
-2,3.6,2.6,-96.891
-2,3.7,2.6,-87.87
-2,3.8,2.6,-96.774
-2,3.9,2.6,-99.979
-2,4,2.6,-99.282
-2,4.1,2.6,-90.579
-2,4.2,2.6,-96.886
-2,4.3,2.6,-98.694
-2,4.4,2.6,-97.907
-2,4.5,2.6,-99.125
-2,4.6,2.6,-101.89
-2,4.7,2.6,-91.337
-2,4.8,2.6,-97.733
-2,4.9,2.6,-99.329
-2,5,2.6,-100.54
-1.9,-5,2.6,-119.2
-1.9,-4.9,2.6,-97.218
-1.9,-4.8,2.6,-100.68
-1.9,-4.7,2.6,-93.699
-1.9,-4.6,2.6,-97.612
-1.9,-4.5,2.6,-85.763
-1.9,-4.4,2.6,-101.53
-1.9,-4.3,2.6,-90.805
-1.9,-4.2,2.6,-93.444
-1.9,-4.1,2.6,-94.127
-1.9,-4,2.6,-97.285
-1.9,-3.9,2.6,-104.28
-1.9,-3.8,2.6,-90.532
-1.9,-3.7,2.6,-94.721
-1.9,-3.6,2.6,-88.748
-1.9,-3.5,2.6,-89.856
-1.9,-3.4,2.6,-87.163
-1.9,-3.3,2.6,-101.38
-1.9,-3.2,2.6,-86.331
-1.9,-3.1,2.6,-91.004
-1.9,-3,2.6,-85.208
-1.9,-2.9,2.6,-103.06
-1.9,-2.8,2.6,-80.646
-1.9,-2.7,2.6,-80.416
-1.9,-2.6,2.6,-85.085
-1.9,-2.5,2.6,-88.843
-1.9,-2.4,2.6,-73.009
-1.9,-2.3,2.6,-89.594
-1.9,-2.2,2.6,-87.161
-1.9,-2.1,2.6,-89.637
-1.9,-2,2.6,-78.519
-1.9,-1.9,2.6,-75.526
-1.9,-1.8,2.6,-83.922
-1.9,-1.7,2.6,-87.552
-1.9,-1.6,2.6,-93.423
-1.9,-1.5,2.6,-77.336
-1.9,-1.4,2.6,-82.817
-1.9,-1.3,2.6,-74.578
-1.9,-1.2,2.6,-91.919
-1.9,-1.1,2.6,-91.963
-1.9,-1,2.6,-80.508
-1.9,-0.9,2.6,-79.648
-1.9,-0.8,2.6,-87.099
-1.9,-0.7,2.6,-87.802
-1.9,-0.6,2.6,-82.18
-1.9,-0.5,2.6,-89.506
-1.9,-0.4,2.6,-86.119
-1.9,-0.3,2.6,-83.328
-1.9,-0.2,2.6,-87.18
-1.9,-0.1,2.6,-79.904
-1.9,0,2.6,-81.015
-1.9,0.1,2.6,-78.603
-1.9,0.2,2.6,-75.115
-1.9,0.3,2.6,-83.319
-1.9,0.4,2.6,-85.56
-1.9,0.5,2.6,-82.866
-1.9,0.6,2.6,-82.327
-1.9,0.7,2.6,-88.667
-1.9,0.8,2.6,-74.687
-1.9,0.9,2.6,-79.862
-1.9,1,2.6,-80.507
-1.9,1.1,2.6,-77.208
-1.9,1.2,2.6,-87.117
-1.9,1.3,2.6,-101.01
-1.9,1.4,2.6,-76.555
-1.9,1.5,2.6,-80.947
-1.9,1.6,2.6,-82.437
-1.9,1.7,2.6,-85.727
-1.9,1.8,2.6,-90.406
-1.9,1.9,2.6,-74.308
-1.9,2,2.6,-95.167
-1.9,2.1,2.6,-91.96
-1.9,2.2,2.6,-91.813
-1.9,2.3,2.6,-91.57
-1.9,2.4,2.6,-91.292
-1.9,2.5,2.6,-84.555
-1.9,2.6,2.6,-84.736
-1.9,2.7,2.6,-81.423
-1.9,2.8,2.6,-93.369
-1.9,2.9,2.6,-92.494
-1.9,3,2.6,-85.4
-1.9,3.1,2.6,-92.547
-1.9,3.2,2.6,-103.74
-1.9,3.3,2.6,-89.67
-1.9,3.4,2.6,-88.983
-1.9,3.5,2.6,-91.638
-1.9,3.6,2.6,-90.053
-1.9,3.7,2.6,-93.349
-1.9,3.8,2.6,-96.708
-1.9,3.9,2.6,-94.21
-1.9,4,2.6,-97.759
-1.9,4.1,2.6,-94.554
-1.9,4.2,2.6,-101.53
-1.9,4.3,2.6,-101.36
-1.9,4.4,2.6,-93.359
-1.9,4.5,2.6,-90.921
-1.9,4.6,2.6,-104.82
-1.9,4.7,2.6,-90.663
-1.9,4.8,2.6,-96.537
-1.9,4.9,2.6,-85.889
-1.9,5,2.6,-111.55
-1.8,-5,2.6,-105.36
-1.8,-4.9,2.6,-97.463
-1.8,-4.8,2.6,-106.37
-1.8,-4.7,2.6,-91.909
-1.8,-4.6,2.6,-100.7
-1.8,-4.5,2.6,-105.37
-1.8,-4.4,2.6,-86.2
-1.8,-4.3,2.6,-94.102
-1.8,-4.2,2.6,-97.246
-1.8,-4.1,2.6,-84.763
-1.8,-4,2.6,-80.385
-1.8,-3.9,2.6,-97.875
-1.8,-3.8,2.6,-98.076
-1.8,-3.7,2.6,-79.118
-1.8,-3.6,2.6,-93.971
-1.8,-3.5,2.6,-97.882
-1.8,-3.4,2.6,-90.294
-1.8,-3.3,2.6,-89.653
-1.8,-3.2,2.6,-80.43
-1.8,-3.1,2.6,-93.995
-1.8,-3,2.6,-106.01
-1.8,-2.9,2.6,-93.093
-1.8,-2.8,2.6,-89.108
-1.8,-2.7,2.6,-85.676
-1.8,-2.6,2.6,-93.957
-1.8,-2.5,2.6,-88.135
-1.8,-2.4,2.6,-93.377
-1.8,-2.3,2.6,-87.766
-1.8,-2.2,2.6,-91.489
-1.8,-2.1,2.6,-75.499
-1.8,-2,2.6,-87.768
-1.8,-1.9,2.6,-91.127
-1.8,-1.8,2.6,-86.219
-1.8,-1.7,2.6,-83.043
-1.8,-1.6,2.6,-91.864
-1.8,-1.5,2.6,-94.182
-1.8,-1.4,2.6,-96.64
-1.8,-1.3,2.6,-86.517
-1.8,-1.2,2.6,-95.663
-1.8,-1.1,2.6,-80.093
-1.8,-1,2.6,-86.672
-1.8,-0.9,2.6,-84.695
-1.8,-0.8,2.6,-81.177
-1.8,-0.7,2.6,-79.995
-1.8,-0.6,2.6,-86.428
-1.8,-0.5,2.6,-89.946
-1.8,-0.4,2.6,-85.465
-1.8,-0.3,2.6,-90.818
-1.8,-0.2,2.6,-83.528
-1.8,-0.1,2.6,-89.438
-1.8,0,2.6,-88.718
-1.8,0.1,2.6,-72.464
-1.8,0.2,2.6,-76.889
-1.8,0.3,2.6,-77.588
-1.8,0.4,2.6,-87.588
-1.8,0.5,2.6,-88.14
-1.8,0.6,2.6,-90.562
-1.8,0.7,2.6,-84.342
-1.8,0.8,2.6,-83.998
-1.8,0.9,2.6,-82.389
-1.8,1,2.6,-78.448
-1.8,1.1,2.6,-91.147
-1.8,1.2,2.6,-82.018
-1.8,1.3,2.6,-80.03
-1.8,1.4,2.6,-94.702
-1.8,1.5,2.6,-88.925
-1.8,1.6,2.6,-89.939
-1.8,1.7,2.6,-88.999
-1.8,1.8,2.6,-88.766
-1.8,1.9,2.6,-92.126
-1.8,2,2.6,-87.213
-1.8,2.1,2.6,-80.71
-1.8,2.2,2.6,-95.968
-1.8,2.3,2.6,-94.996
-1.8,2.4,2.6,-76.184
-1.8,2.5,2.6,-100.76
-1.8,2.6,2.6,-80.779
-1.8,2.7,2.6,-92.986
-1.8,2.8,2.6,-86.335
-1.8,2.9,2.6,-92.846
-1.8,3,2.6,-84.776
-1.8,3.1,2.6,-91.861
-1.8,3.2,2.6,-95.299
-1.8,3.3,2.6,-101.01
-1.8,3.4,2.6,-92.173
-1.8,3.5,2.6,-95.287
-1.8,3.6,2.6,-93.479
-1.8,3.7,2.6,-89.717
-1.8,3.8,2.6,-85.852
-1.8,3.9,2.6,-97.245
-1.8,4,2.6,-99.057
-1.8,4.1,2.6,-93.992
-1.8,4.2,2.6,-95.251
-1.8,4.3,2.6,-97.236
-1.8,4.4,2.6,-88.01
-1.8,4.5,2.6,-98.695
-1.8,4.6,2.6,-86.152
-1.8,4.7,2.6,-101.69
-1.8,4.8,2.6,-97.284
-1.8,4.9,2.6,-84.299
-1.8,5,2.6,-107.61
-1.7,-5,2.6,-104.14
-1.7,-4.9,2.6,-94.699
-1.7,-4.8,2.6,-97.17
-1.7,-4.7,2.6,-97.871
-1.7,-4.6,2.6,-90.24
-1.7,-4.5,2.6,-91.636
-1.7,-4.4,2.6,-89.662
-1.7,-4.3,2.6,-97.472
-1.7,-4.2,2.6,-90.546
-1.7,-4.1,2.6,-87.941
-1.7,-4,2.6,-90.448
-1.7,-3.9,2.6,-96.413
-1.7,-3.8,2.6,-99.922
-1.7,-3.7,2.6,-91.631
-1.7,-3.6,2.6,-98.352
-1.7,-3.5,2.6,-93.137
-1.7,-3.4,2.6,-84.103
-1.7,-3.3,2.6,-88.187
-1.7,-3.2,2.6,-94.727
-1.7,-3.1,2.6,-88.374
-1.7,-3,2.6,-91.774
-1.7,-2.9,2.6,-85.056
-1.7,-2.8,2.6,-93.735
-1.7,-2.7,2.6,-89.205
-1.7,-2.6,2.6,-96.062
-1.7,-2.5,2.6,-88.245
-1.7,-2.4,2.6,-88.712
-1.7,-2.3,2.6,-82.483
-1.7,-2.2,2.6,-89.46
-1.7,-2.1,2.6,-84.224
-1.7,-2,2.6,-84.778
-1.7,-1.9,2.6,-88.083
-1.7,-1.8,2.6,-83.314
-1.7,-1.7,2.6,-82.758
-1.7,-1.6,2.6,-89.017
-1.7,-1.5,2.6,-90.898
-1.7,-1.4,2.6,-74.543
-1.7,-1.3,2.6,-87.633
-1.7,-1.2,2.6,-92.258
-1.7,-1.1,2.6,-91.325
-1.7,-1,2.6,-78.294
-1.7,-0.9,2.6,-82.183
-1.7,-0.8,2.6,-79.553
-1.7,-0.7,2.6,-82.577
-1.7,-0.6,2.6,-75.097
-1.7,-0.5,2.6,-79.981
-1.7,-0.4,2.6,-88.59
-1.7,-0.3,2.6,-81.211
-1.7,-0.2,2.6,-78.985
-1.7,-0.1,2.6,-79.257
-1.7,0,2.6,-80.09
-1.7,0.1,2.6,-73.327
-1.7,0.2,2.6,-85.109
-1.7,0.3,2.6,-67.497
-1.7,0.4,2.6,-77.32
-1.7,0.5,2.6,-87.844
-1.7,0.6,2.6,-82.481
-1.7,0.7,2.6,-80.405
-1.7,0.8,2.6,-79.563
-1.7,0.9,2.6,-71.58
-1.7,1,2.6,-83.516
-1.7,1.1,2.6,-77.683
-1.7,1.2,2.6,-89.925
-1.7,1.3,2.6,-88.542
-1.7,1.4,2.6,-90.701
-1.7,1.5,2.6,-80.067
-1.7,1.6,2.6,-89.393
-1.7,1.7,2.6,-90.885
-1.7,1.8,2.6,-85.43
-1.7,1.9,2.6,-87.75
-1.7,2,2.6,-95.297
-1.7,2.1,2.6,-82.234
-1.7,2.2,2.6,-83.565
-1.7,2.3,2.6,-82.444
-1.7,2.4,2.6,-81.659
-1.7,2.5,2.6,-79.398
-1.7,2.6,2.6,-91.088
-1.7,2.7,2.6,-89.137
-1.7,2.8,2.6,-82.46
-1.7,2.9,2.6,-88.212
-1.7,3,2.6,-80.1
-1.7,3.1,2.6,-84.158
-1.7,3.2,2.6,-97.748
-1.7,3.3,2.6,-75.638
-1.7,3.4,2.6,-92.653
-1.7,3.5,2.6,-92.067
-1.7,3.6,2.6,-97.147
-1.7,3.7,2.6,-83.797
-1.7,3.8,2.6,-90.603
-1.7,3.9,2.6,-92.562
-1.7,4,2.6,-85.888
-1.7,4.1,2.6,-100.21
-1.7,4.2,2.6,-97.443
-1.7,4.3,2.6,-93.075
-1.7,4.4,2.6,-102.15
-1.7,4.5,2.6,-93.597
-1.7,4.6,2.6,-86.621
-1.7,4.7,2.6,-94.109
-1.7,4.8,2.6,-85.33
-1.7,4.9,2.6,-97.939
-1.7,5,2.6,-117.1
-1.6,-5,2.6,-109.19
-1.6,-4.9,2.6,-98.052
-1.6,-4.8,2.6,-91.143
-1.6,-4.7,2.6,-88.995
-1.6,-4.6,2.6,-99.098
-1.6,-4.5,2.6,-90.939
-1.6,-4.4,2.6,-99.198
-1.6,-4.3,2.6,-83.49
-1.6,-4.2,2.6,-97.844
-1.6,-4.1,2.6,-94.051
-1.6,-4,2.6,-79.903
-1.6,-3.9,2.6,-96.462
-1.6,-3.8,2.6,-84.51
-1.6,-3.7,2.6,-91.184
-1.6,-3.6,2.6,-81.611
-1.6,-3.5,2.6,-91.95
-1.6,-3.4,2.6,-86.668
-1.6,-3.3,2.6,-97.082
-1.6,-3.2,2.6,-91.061
-1.6,-3.1,2.6,-87.129
-1.6,-3,2.6,-92.572
-1.6,-2.9,2.6,-85.414
-1.6,-2.8,2.6,-82.867
-1.6,-2.7,2.6,-90.778
-1.6,-2.6,2.6,-92.504
-1.6,-2.5,2.6,-93.868
-1.6,-2.4,2.6,-85.151
-1.6,-2.3,2.6,-77.564
-1.6,-2.2,2.6,-84.433
-1.6,-2.1,2.6,-85.001
-1.6,-2,2.6,-93.367
-1.6,-1.9,2.6,-82.714
-1.6,-1.8,2.6,-85.638
-1.6,-1.7,2.6,-78.735
-1.6,-1.6,2.6,-94.795
-1.6,-1.5,2.6,-76.676
-1.6,-1.4,2.6,-70.789
-1.6,-1.3,2.6,-87.745
-1.6,-1.2,2.6,-95.625
-1.6,-1.1,2.6,-81.309
-1.6,-1,2.6,-75.146
-1.6,-0.9,2.6,-83.825
-1.6,-0.8,2.6,-76.727
-1.6,-0.7,2.6,-77.641
-1.6,-0.6,2.6,-69.788
-1.6,-0.5,2.6,-81.146
-1.6,-0.4,2.6,-78.314
-1.6,-0.3,2.6,-81.543
-1.6,-0.2,2.6,-80.079
-1.6,-0.1,2.6,-80.765
